id.orig_h,window_start,window_end,attack_phase_nunique,is_attack_count,is_attack_ratio,is_attack_any,is_attack_majority,is_attack
172.18.0.11,1767630828.255378,1767630843.255378,1,0,0.0,0,0,0
172.18.0.11,1767630833.255378,1767630848.255378,1,0,0.0,0,0,0
172.18.0.11,1767631018.255378,1767631033.255378,1,0,0.0,0,0,0
172.18.0.11,1767631023.255378,1767631038.255378,1,0,0.0,0,0,0
172.18.0.11,1767631028.255378,1767631043.255378,1,0,0.0,0,0,0
172.18.0.11,1767631063.255378,1767631078.255378,1,0,0.0,0,0,0
172.18.0.11,1767631068.255378,1767631083.255378,1,0,0.0,0,0,0
172.18.0.11,1767631073.255378,1767631088.255378,1,0,0.0,0,0,0
172.18.0.11,1767631168.255378,1767631183.255378,1,0,0.0,0,0,0
172.18.0.11,1767631173.255378,1767631188.255378,1,0,0.0,0,0,0
172.18.0.11,1767631178.255378,1767631193.255378,1,0,0.0,0,0,0
172.18.0.11,1767631278.255378,1767631293.255378,1,0,0.0,0,0,0
172.18.0.11,1767631283.255378,1767631298.255378,1,0,0.0,0,0,0
172.18.0.11,1767631288.255378,1767631303.255378,1,0,0.0,0,0,0
172.18.0.11,1767631293.255378,1767631308.255378,1,0,0.0,0,0,0
172.18.0.11,1767631298.255378,1767631313.255378,1,0,0.0,0,0,0
172.18.0.11,1767631303.255378,1767631318.255378,1,0,0.0,0,0,0
172.18.0.11,1767631308.255378,1767631323.255378,1,0,0.0,0,0,0
172.18.0.11,1767631358.255378,1767631373.255378,1,0,0.0,0,0,0
172.18.0.11,1767631363.255378,1767631378.255378,1,0,0.0,0,0,0
172.18.0.11,1767631368.255378,1767631383.255378,1,0,0.0,0,0,0
172.18.0.11,1767631718.255378,1767631733.255378,1,0,0.0,0,0,0
172.18.0.11,1767631723.255378,1767631738.255378,1,0,0.0,0,0,0
172.18.0.11,1767631728.255378,1767631743.255378,1,0,0.0,0,0,0
172.18.0.11,1767631758.255378,1767631773.255378,1,0,0.0,0,0,0
172.18.0.11,1767631763.255378,1767631778.255378,1,0,0.0,0,0,0
172.18.0.11,1767631768.255378,1767631783.255378,1,0,0.0,0,0,0
172.18.0.11,1767631783.255378,1767631798.255378,1,0,0.0,0,0,0
172.18.0.11,1767631788.255378,1767631803.255378,1,0,0.0,0,0,0
172.18.0.11,1767631793.255378,1767631808.255378,1,0,0.0,0,0,0
172.18.0.11,1767632048.255378,1767632063.255378,1,0,0.0,0,0,0
172.18.0.11,1767632053.255378,1767632068.255378,1,0,0.0,0,0,0
172.18.0.11,1767632058.255378,1767632073.255378,1,0,0.0,0,0,0
172.18.0.11,1767632248.255378,1767632263.255378,1,0,0.0,0,0,0
172.18.0.11,1767632253.255378,1767632268.255378,1,0,0.0,0,0,0
172.18.0.11,1767632258.255378,1767632273.255378,1,0,0.0,0,0,0
172.18.0.11,1767632413.255378,1767632428.255378,1,0,0.0,0,0,0
172.18.0.11,1767632418.255378,1767632433.255378,1,0,0.0,0,0,0
172.18.0.11,1767632423.255378,1767632438.255378,1,0,0.0,0,0,0
172.18.0.11,1767632508.255378,1767632523.255378,1,0,0.0,0,0,0
172.18.0.11,1767632513.255378,1767632528.255378,1,0,0.0,0,0,0
172.18.0.11,1767632518.255378,1767632533.255378,1,0,0.0,0,0,0
172.18.0.11,1767632523.255378,1767632538.255378,1,0,0.0,0,0,0
172.18.0.11,1767632528.255378,1767632543.255378,1,0,0.0,0,0,0
172.18.0.11,1767632533.255378,1767632548.255378,1,0,0.0,0,0,0
172.18.0.11,1767632733.255378,1767632748.255378,1,0,0.0,0,0,0
172.18.0.11,1767632738.255378,1767632753.255378,1,0,0.0,0,0,0
172.18.0.11,1767632743.255378,1767632758.255378,1,0,0.0,0,0,0
172.18.0.11,1767632778.255378,1767632793.255378,1,0,0.0,0,0,0
172.18.0.11,1767632783.255378,1767632798.255378,1,0,0.0,0,0,0
172.18.0.11,1767632788.255378,1767632803.255378,1,0,0.0,0,0,0
172.18.0.11,1767632793.255378,1767632808.255378,1,0,0.0,0,0,0
172.18.0.11,1767632798.255378,1767632813.255378,1,0,0.0,0,0,0
172.18.0.11,1767632893.255378,1767632908.255378,1,0,0.0,0,0,0
172.18.0.11,1767632898.255378,1767632913.255378,1,0,0.0,0,0,0
172.18.0.11,1767632903.255378,1767632918.255378,1,0,0.0,0,0,0
172.18.0.11,1767633138.255378,1767633153.255378,1,0,0.0,0,0,0
172.18.0.11,1767633143.255378,1767633158.255378,1,0,0.0,0,0,0
172.18.0.11,1767633148.255378,1767633163.255378,1,0,0.0,0,0,0
172.18.0.11,1767633173.255378,1767633188.255378,1,0,0.0,0,0,0
172.18.0.11,1767633178.255378,1767633193.255378,1,0,0.0,0,0,0
172.18.0.11,1767633183.255378,1767633198.255378,1,0,0.0,0,0,0
172.18.0.11,1767633228.255378,1767633243.255378,1,0,0.0,0,0,0
172.18.0.11,1767633233.255378,1767633248.255378,1,0,0.0,0,0,0
172.18.0.11,1767633238.255378,1767633253.255378,1,0,0.0,0,0,0
172.18.0.11,1767633383.255378,1767633398.255378,1,0,0.0,0,0,0
172.18.0.11,1767633388.255378,1767633403.255378,1,0,0.0,0,0,0
172.18.0.11,1767633393.255378,1767633408.255378,1,0,0.0,0,0,0
172.18.0.11,1767633408.255378,1767633423.255378,1,0,0.0,0,0,0
172.18.0.11,1767633413.255378,1767633428.255378,1,0,0.0,0,0,0
172.18.0.11,1767633418.255378,1767633433.255378,1,0,0.0,0,0,0
172.18.0.11,1767633663.255378,1767633678.255378,1,0,0.0,0,0,0
172.18.0.11,1767633668.255378,1767633683.255378,1,0,0.0,0,0,0
172.18.0.11,1767633673.255378,1767633688.255378,1,0,0.0,0,0,0
172.18.0.11,1767633678.255378,1767633693.255378,1,0,0.0,0,0,0
172.18.0.11,1767633683.255378,1767633698.255378,1,0,0.0,0,0,0
172.18.0.11,1767633738.255378,1767633753.255378,1,0,0.0,0,0,0
172.18.0.11,1767633743.255378,1767633758.255378,1,0,0.0,0,0,0
172.18.0.11,1767633748.255378,1767633763.255378,1,0,0.0,0,0,0
172.18.0.11,1767633778.255378,1767633793.255378,1,0,0.0,0,0,0
172.18.0.11,1767633783.255378,1767633798.255378,1,0,0.0,0,0,0
172.18.0.11,1767633788.255378,1767633803.255378,1,0,0.0,0,0,0
172.18.0.11,1767634043.255378,1767634058.255378,1,0,0.0,0,0,0
172.18.0.11,1767634048.255378,1767634063.255378,1,0,0.0,0,0,0
172.18.0.11,1767634053.255378,1767634068.255378,1,0,0.0,0,0,0
172.18.0.11,1767634228.255378,1767634243.255378,1,0,0.0,0,0,0
172.18.0.11,1767634233.255378,1767634248.255378,1,0,0.0,0,0,0
172.18.0.11,1767634238.255378,1767634253.255378,1,0,0.0,0,0,0
172.18.0.11,1767634648.255378,1767634663.255378,1,0,0.0,0,0,0
172.18.0.11,1767634653.255378,1767634668.255378,1,0,0.0,0,0,0
172.18.0.11,1767634658.255378,1767634673.255378,1,0,0.0,0,0,0
172.18.0.11,1767634663.255378,1767634678.255378,1,0,0.0,0,0,0
172.18.0.11,1767634668.255378,1767634683.255378,1,0,0.0,0,0,0
172.18.0.11,1767634863.255378,1767634878.255378,1,0,0.0,0,0,0
172.18.0.11,1767634868.255378,1767634883.255378,1,0,0.0,0,0,0
172.18.0.11,1767634873.255378,1767634888.255378,1,0,0.0,0,0,0
172.18.0.11,1767634953.255378,1767634968.255378,1,0,0.0,0,0,0
172.18.0.11,1767634958.255378,1767634973.255378,1,0,0.0,0,0,0
172.18.0.11,1767634963.255378,1767634978.255378,1,0,0.0,0,0,0
172.18.0.11,1767635068.255378,1767635083.255378,1,0,0.0,0,0,0
172.18.0.11,1767635073.255378,1767635088.255378,1,0,0.0,0,0,0
172.18.0.11,1767635078.255378,1767635093.255378,1,0,0.0,0,0,0
172.18.0.11,1767635118.255378,1767635133.255378,1,0,0.0,0,0,0
172.18.0.11,1767635123.255378,1767635138.255378,1,0,0.0,0,0,0
172.18.0.11,1767635128.255378,1767635143.255378,1,0,0.0,0,0,0
172.18.0.11,1767635138.255378,1767635153.255378,1,0,0.0,0,0,0
172.18.0.11,1767635143.255378,1767635158.255378,1,0,0.0,0,0,0
172.18.0.11,1767635148.255378,1767635163.255378,1,0,0.0,0,0,0
172.18.0.11,1767635183.255378,1767635198.255378,1,0,0.0,0,0,0
172.18.0.11,1767635188.255378,1767635203.255378,1,0,0.0,0,0,0
172.18.0.11,1767635193.255378,1767635208.255378,1,0,0.0,0,0,0
172.18.0.11,1767635208.255378,1767635223.255378,1,0,0.0,0,0,0
172.18.0.11,1767635213.255378,1767635228.255378,1,0,0.0,0,0,0
172.18.0.11,1767635218.255378,1767635233.255378,1,0,0.0,0,0,0
172.18.0.11,1767635563.255378,1767635578.255378,1,0,0.0,0,0,0
172.18.0.11,1767635568.255378,1767635583.255378,1,0,0.0,0,0,0
172.18.0.11,1767635573.255378,1767635588.255378,1,0,0.0,0,0,0
172.18.0.11,1767635658.255378,1767635673.255378,1,0,0.0,0,0,0
172.18.0.11,1767635663.255378,1767635678.255378,1,0,0.0,0,0,0
172.18.0.11,1767635668.255378,1767635683.255378,1,0,0.0,0,0,0
172.18.0.11,1767635748.255378,1767635763.255378,1,0,0.0,0,0,0
172.18.0.11,1767635753.255378,1767635768.255378,1,0,0.0,0,0,0
172.18.0.11,1767635758.255378,1767635773.255378,1,0,0.0,0,0,0
172.18.0.11,1767635803.255378,1767635818.255378,1,0,0.0,0,0,0
172.18.0.11,1767635808.255378,1767635823.255378,1,0,0.0,0,0,0
172.18.0.11,1767635813.255378,1767635828.255378,1,0,0.0,0,0,0
172.18.0.11,1767636113.255378,1767636128.255378,1,0,0.0,0,0,0
172.18.0.11,1767636118.255378,1767636133.255378,1,0,0.0,0,0,0
172.18.0.11,1767636123.255378,1767636138.255378,1,0,0.0,0,0,0
172.18.0.11,1767636153.255378,1767636168.255378,1,0,0.0,0,0,0
172.18.0.11,1767636158.255378,1767636173.255378,1,0,0.0,0,0,0
172.18.0.11,1767636163.255378,1767636178.255378,1,0,0.0,0,0,0
172.18.0.11,1767636168.255378,1767636183.255378,1,0,0.0,0,0,0
172.18.0.11,1767636198.255378,1767636213.255378,1,0,0.0,0,0,0
172.18.0.11,1767636203.255378,1767636218.255378,1,0,0.0,0,0,0
172.18.0.11,1767636208.255378,1767636223.255378,1,0,0.0,0,0,0
172.18.0.11,1767636233.255378,1767636248.255378,1,0,0.0,0,0,0
172.18.0.11,1767636238.255378,1767636253.255378,1,0,0.0,0,0,0
172.18.0.11,1767636243.255378,1767636258.255378,1,0,0.0,0,0,0
172.18.0.11,1767636253.255378,1767636268.255378,1,0,0.0,0,0,0
172.18.0.11,1767636258.255378,1767636273.255378,1,0,0.0,0,0,0
172.18.0.11,1767636263.255378,1767636278.255378,1,0,0.0,0,0,0
172.18.0.11,1767636268.255378,1767636283.255378,1,0,0.0,0,0,0
172.18.0.11,1767636273.255378,1767636288.255378,1,0,0.0,0,0,0
172.18.0.11,1767636293.255378,1767636308.255378,1,0,0.0,0,0,0
172.18.0.11,1767636298.255378,1767636313.255378,1,0,0.0,0,0,0
172.18.0.11,1767636303.255378,1767636318.255378,1,0,0.0,0,0,0
172.18.0.11,1767636378.255378,1767636393.255378,1,0,0.0,0,0,0
172.18.0.11,1767636383.255378,1767636398.255378,1,0,0.0,0,0,0
172.18.0.11,1767636388.255378,1767636403.255378,1,0,0.0,0,0,0
172.18.0.11,1767636463.255378,1767636478.255378,1,0,0.0,0,0,0
172.18.0.11,1767636468.255378,1767636483.255378,1,0,0.0,0,0,0
172.18.0.11,1767636473.255378,1767636488.255378,1,0,0.0,0,0,0
172.18.0.11,1767636568.255378,1767636583.255378,1,0,0.0,0,0,0
172.18.0.11,1767636573.255378,1767636588.255378,1,0,0.0,0,0,0
172.18.0.11,1767636578.255378,1767636593.255378,1,0,0.0,0,0,0
172.18.0.11,1767636903.255378,1767636918.255378,1,0,0.0,0,0,0
172.18.0.11,1767636908.255378,1767636923.255378,1,0,0.0,0,0,0
172.18.0.11,1767636913.255378,1767636928.255378,1,0,0.0,0,0,0
172.18.0.11,1767636923.255378,1767636938.255378,1,0,0.0,0,0,0
172.18.0.11,1767636928.255378,1767636943.255378,1,0,0.0,0,0,0
172.18.0.11,1767636933.255378,1767636948.255378,1,0,0.0,0,0,0
172.18.0.11,1767636978.255378,1767636993.255378,1,0,0.0,0,0,0
172.18.0.11,1767636983.255378,1767636998.255378,1,0,0.0,0,0,0
172.18.0.11,1767636988.255378,1767637003.255378,1,0,0.0,0,0,0
172.18.0.11,1767637113.255378,1767637128.255378,1,0,0.0,0,0,0
172.18.0.11,1767637118.255378,1767637133.255378,1,0,0.0,0,0,0
172.18.0.11,1767637123.255378,1767637138.255378,1,0,0.0,0,0,0
172.18.0.11,1767637178.255378,1767637193.255378,1,0,0.0,0,0,0
172.18.0.11,1767637183.255378,1767637198.255378,1,0,0.0,0,0,0
172.18.0.11,1767637188.255378,1767637203.255378,1,0,0.0,0,0,0
172.18.0.11,1767637193.255378,1767637208.255378,1,0,0.0,0,0,0
172.18.0.11,1767637363.255378,1767637378.255378,1,0,0.0,0,0,0
172.18.0.11,1767637368.255378,1767637383.255378,1,0,0.0,0,0,0
172.18.0.11,1767637373.255378,1767637388.255378,1,0,0.0,0,0,0
172.18.0.11,1767637428.255378,1767637443.255378,1,0,0.0,0,0,0
172.18.0.11,1767637433.255378,1767637448.255378,1,0,0.0,0,0,0
172.18.0.11,1767637438.255378,1767637453.255378,1,0,0.0,0,0,0
172.18.0.11,1767637443.255378,1767637458.255378,1,0,0.0,0,0,0
172.18.0.11,1767637518.255378,1767637533.255378,1,0,0.0,0,0,0
172.18.0.11,1767637523.255378,1767637538.255378,1,0,0.0,0,0,0
172.18.0.11,1767637528.255378,1767637543.255378,1,0,0.0,0,0,0
172.18.0.11,1767637533.255378,1767637548.255378,1,0,0.0,0,0,0
172.18.0.11,1767637538.255378,1767637553.255378,1,0,0.0,0,0,0
172.18.0.11,1767637543.255378,1767637558.255378,1,0,0.0,0,0,0
172.18.0.11,1767637618.255378,1767637633.255378,1,0,0.0,0,0,0
172.18.0.11,1767637623.255378,1767637638.255378,1,0,0.0,0,0,0
172.18.0.11,1767637628.255378,1767637643.255378,1,0,0.0,0,0,0
172.18.0.11,1767637633.255378,1767637648.255378,1,0,0.0,0,0,0
172.18.0.11,1767637638.255378,1767637653.255378,1,0,0.0,0,0,0
172.18.0.11,1767637943.255378,1767637958.255378,1,0,0.0,0,0,0
172.18.0.11,1767637948.255378,1767637963.255378,1,0,0.0,0,0,0
172.18.0.11,1767637953.255378,1767637968.255378,1,0,0.0,0,0,0
172.18.0.11,1767638168.255378,1767638183.255378,1,0,0.0,0,0,0
172.18.0.11,1767638173.255378,1767638188.255378,1,0,0.0,0,0,0
172.18.0.11,1767638178.255378,1767638193.255378,1,0,0.0,0,0,0
172.18.0.11,1767638203.255378,1767638218.255378,1,0,0.0,0,0,0
172.18.0.11,1767638208.255378,1767638223.255378,1,0,0.0,0,0,0
172.18.0.11,1767638213.255378,1767638228.255378,1,0,0.0,0,0,0
172.18.0.11,1767638238.255378,1767638253.255378,1,0,0.0,0,0,0
172.18.0.11,1767638243.255378,1767638258.255378,1,0,0.0,0,0,0
172.18.0.11,1767638248.255378,1767638263.255378,1,0,0.0,0,0,0
172.18.0.11,1767638253.255378,1767638268.255378,1,0,0.0,0,0,0
172.18.0.11,1767638298.255378,1767638313.255378,1,0,0.0,0,0,0
172.18.0.11,1767638303.255378,1767638318.255378,1,0,0.0,0,0,0
172.18.0.11,1767638308.255378,1767638323.255378,1,0,0.0,0,0,0
172.18.0.11,1767638553.255378,1767638568.255378,1,0,0.0,0,0,0
172.18.0.11,1767638558.255378,1767638573.255378,1,0,0.0,0,0,0
172.18.0.11,1767638563.255378,1767638578.255378,1,0,0.0,0,0,0
172.18.0.11,1767638618.255378,1767638633.255378,1,0,0.0,0,0,0
172.18.0.11,1767638623.255378,1767638638.255378,1,0,0.0,0,0,0
172.18.0.11,1767638628.255378,1767638643.255378,1,0,0.0,0,0,0
172.18.0.11,1767638633.255378,1767638648.255378,1,0,0.0,0,0,0
172.18.0.11,1767638638.255378,1767638653.255378,1,0,0.0,0,0,0
172.18.0.11,1767638668.255378,1767638683.255378,1,0,0.0,0,0,0
172.18.0.11,1767638673.255378,1767638688.255378,1,0,0.0,0,0,0
172.18.0.11,1767638678.255378,1767638693.255378,1,0,0.0,0,0,0
172.18.0.11,1767638868.255378,1767638883.255378,1,0,0.0,0,0,0
172.18.0.11,1767638873.255378,1767638888.255378,1,0,0.0,0,0,0
172.18.0.11,1767638878.255378,1767638893.255378,1,0,0.0,0,0,0
172.18.0.11,1767638973.255378,1767638988.255378,1,0,0.0,0,0,0
172.18.0.11,1767638978.255378,1767638993.255378,1,0,0.0,0,0,0
172.18.0.11,1767638983.255378,1767638998.255378,1,0,0.0,0,0,0
172.18.0.11,1767638988.255378,1767639003.255378,1,0,0.0,0,0,0
172.18.0.11,1767638993.255378,1767639008.255378,1,0,0.0,0,0,0
172.18.0.11,1767639098.255378,1767639113.255378,1,0,0.0,0,0,0
172.18.0.11,1767639103.255378,1767639118.255378,1,0,0.0,0,0,0
172.18.0.11,1767639108.255378,1767639123.255378,1,0,0.0,0,0,0
172.18.0.11,1767639173.255378,1767639188.255378,1,0,0.0,0,0,0
172.18.0.11,1767639178.255378,1767639193.255378,1,0,0.0,0,0,0
172.18.0.11,1767639183.255378,1767639198.255378,1,0,0.0,0,0,0
172.18.0.11,1767639258.255378,1767639273.255378,1,0,0.0,0,0,0
172.18.0.11,1767639263.255378,1767639278.255378,1,0,0.0,0,0,0
172.18.0.11,1767639268.255378,1767639283.255378,1,0,0.0,0,0,0
172.18.0.11,1767639308.255378,1767639323.255378,1,0,0.0,0,0,0
172.18.0.11,1767639313.255378,1767639328.255378,1,0,0.0,0,0,0
172.18.0.11,1767639318.255378,1767639333.255378,1,0,0.0,0,0,0
172.18.0.11,1767639473.255378,1767639488.255378,1,0,0.0,0,0,0
172.18.0.11,1767639478.255378,1767639493.255378,1,0,0.0,0,0,0
172.18.0.11,1767639483.255378,1767639498.255378,1,0,0.0,0,0,0
172.18.0.11,1767639553.255378,1767639568.255378,1,0,0.0,0,0,0
172.18.0.11,1767639558.255378,1767639573.255378,1,0,0.0,0,0,0
172.18.0.11,1767639563.255378,1767639578.255378,1,0,0.0,0,0,0
172.18.0.11,1767639723.255378,1767639738.255378,1,0,0.0,0,0,0
172.18.0.11,1767639728.255378,1767639743.255378,1,0,0.0,0,0,0
172.18.0.11,1767639733.255378,1767639748.255378,1,0,0.0,0,0,0
172.18.0.11,1767639843.255378,1767639858.255378,1,0,0.0,0,0,0
172.18.0.11,1767639848.255378,1767639863.255378,1,0,0.0,0,0,0
172.18.0.11,1767639853.255378,1767639868.255378,1,0,0.0,0,0,0
172.18.0.11,1767640073.255378,1767640088.255378,1,0,0.0,0,0,0
172.18.0.11,1767640078.255378,1767640093.255378,1,0,0.0,0,0,0
172.18.0.11,1767640083.255378,1767640098.255378,1,0,0.0,0,0,0
172.18.0.11,1767640218.255378,1767640233.255378,1,0,0.0,0,0,0
172.18.0.11,1767640223.255378,1767640238.255378,1,0,0.0,0,0,0
172.18.0.11,1767640228.255378,1767640243.255378,1,0,0.0,0,0,0
172.18.0.11,1767640378.255378,1767640393.255378,1,0,0.0,0,0,0
172.18.0.11,1767640383.255378,1767640398.255378,1,0,0.0,0,0,0
172.18.0.11,1767640388.255378,1767640403.255378,1,0,0.0,0,0,0
172.18.0.11,1767640408.255378,1767640423.255378,1,0,0.0,0,0,0
172.18.0.11,1767640413.255378,1767640428.255378,1,0,0.0,0,0,0
172.18.0.11,1767640418.255378,1767640433.255378,1,0,0.0,0,0,0
172.18.0.11,1767640423.255378,1767640438.255378,1,0,0.0,0,0,0
172.18.0.11,1767640478.255378,1767640493.255378,1,0,0.0,0,0,0
172.18.0.11,1767640483.255378,1767640498.255378,1,0,0.0,0,0,0
172.18.0.11,1767640488.255378,1767640503.255378,1,0,0.0,0,0,0
172.18.0.11,1767640493.255378,1767640508.255378,1,0,0.0,0,0,0
172.18.0.11,1767640498.255378,1767640513.255378,1,0,0.0,0,0,0
172.18.0.11,1767640503.255378,1767640518.255378,1,0,0.0,0,0,0
172.18.0.11,1767640508.255378,1767640523.255378,1,0,0.0,0,0,0
172.18.0.11,1767640513.255378,1767640528.255378,1,0,0.0,0,0,0
172.18.0.11,1767640518.255378,1767640533.255378,1,0,0.0,0,0,0
172.18.0.11,1767640543.255378,1767640558.255378,1,0,0.0,0,0,0
172.18.0.11,1767640548.255378,1767640563.255378,1,0,0.0,0,0,0
172.18.0.11,1767640553.255378,1767640568.255378,1,0,0.0,0,0,0
172.18.0.11,1767640588.255378,1767640603.255378,1,0,0.0,0,0,0
172.18.0.11,1767640593.255378,1767640608.255378,1,0,0.0,0,0,0
172.18.0.11,1767640598.255378,1767640613.255378,1,0,0.0,0,0,0
172.18.0.11,1767640603.255378,1767640618.255378,1,0,0.0,0,0,0
172.18.0.11,1767640623.255378,1767640638.255378,1,0,0.0,0,0,0
172.18.0.11,1767640628.255378,1767640643.255378,1,0,0.0,0,0,0
172.18.0.11,1767640633.255378,1767640648.255378,1,0,0.0,0,0,0
172.18.0.11,1767640703.255378,1767640718.255378,1,0,0.0,0,0,0
172.18.0.11,1767640708.255378,1767640723.255378,1,0,0.0,0,0,0
172.18.0.11,1767640713.255378,1767640728.255378,1,0,0.0,0,0,0
172.18.0.12,1767522025.027992,1767522040.027992,1,0,0.0,0,0,0
172.18.0.12,1767522035.027992,1767522050.027992,1,0,0.0,0,0,0
172.18.0.12,1767522040.027992,1767522055.027992,1,0,0.0,0,0,0
172.18.0.12,1767522045.027992,1767522060.027992,1,0,0.0,0,0,0
172.18.0.12,1767522105.027992,1767522120.027992,1,0,0.0,0,0,0
172.18.0.12,1767522110.027992,1767522125.027992,1,0,0.0,0,0,0
172.18.0.12,1767522115.027992,1767522130.027992,1,0,0.0,0,0,0
172.18.0.12,1767522125.027992,1767522140.027992,1,0,0.0,0,0,0
172.18.0.12,1767522130.027992,1767522145.027992,1,0,0.0,0,0,0
172.18.0.12,1767522135.027992,1767522150.027992,1,0,0.0,0,0,0
172.18.0.12,1767522275.027992,1767522290.027992,1,0,0.0,0,0,0
172.18.0.12,1767522280.027992,1767522295.027992,1,0,0.0,0,0,0
172.18.0.12,1767522285.027992,1767522300.027992,1,0,0.0,0,0,0
172.18.0.12,1767522330.027992,1767522345.027992,1,0,0.0,0,0,0
172.18.0.12,1767522335.027992,1767522350.027992,1,0,0.0,0,0,0
172.18.0.12,1767522340.027992,1767522355.027992,1,0,0.0,0,0,0
172.18.0.12,1767522350.027992,1767522365.027992,1,0,0.0,0,0,0
172.18.0.12,1767522355.027992,1767522370.027992,1,0,0.0,0,0,0
172.18.0.12,1767522360.027992,1767522375.027992,1,0,0.0,0,0,0
172.18.0.12,1767522605.027992,1767522620.027992,1,0,0.0,0,0,0
172.18.0.12,1767522610.027992,1767522625.027992,1,0,0.0,0,0,0
172.18.0.12,1767522615.027992,1767522630.027992,1,0,0.0,0,0,0
172.18.0.12,1767522645.027992,1767522660.027992,1,0,0.0,0,0,0
172.18.0.12,1767522650.027992,1767522665.027992,1,0,0.0,0,0,0
172.18.0.12,1767522655.027992,1767522670.027992,1,0,0.0,0,0,0
172.18.0.12,1767523070.027992,1767523085.027992,1,0,0.0,0,0,0
172.18.0.12,1767523075.027992,1767523090.027992,1,0,0.0,0,0,0
172.18.0.12,1767523080.027992,1767523095.027992,1,0,0.0,0,0,0
172.18.0.12,1767523130.027992,1767523145.027992,1,0,0.0,0,0,0
172.18.0.12,1767523135.027992,1767523150.027992,1,0,0.0,0,0,0
172.18.0.12,1767523140.027992,1767523155.027992,1,0,0.0,0,0,0
172.18.0.12,1767523145.027992,1767523160.027992,1,0,0.0,0,0,0
172.18.0.12,1767523150.027992,1767523165.027992,1,0,0.0,0,0,0
172.18.0.12,1767523265.027992,1767523280.027992,1,0,0.0,0,0,0
172.18.0.12,1767523270.027992,1767523285.027992,1,0,0.0,0,0,0
172.18.0.12,1767523275.027992,1767523290.027992,1,0,0.0,0,0,0
172.18.0.12,1767523310.027992,1767523325.027992,1,0,0.0,0,0,0
172.18.0.12,1767523315.027992,1767523330.027992,1,0,0.0,0,0,0
172.18.0.12,1767523320.027992,1767523335.027992,1,0,0.0,0,0,0
172.18.0.12,1767523650.027992,1767523665.027992,1,0,0.0,0,0,0
172.18.0.12,1767523655.027992,1767523670.027992,1,0,0.0,0,0,0
172.18.0.12,1767523660.027992,1767523675.027992,1,0,0.0,0,0,0
172.18.0.12,1767523710.027992,1767523725.027992,1,0,0.0,0,0,0
172.18.0.12,1767523715.027992,1767523730.027992,1,0,0.0,0,0,0
172.18.0.12,1767523720.027992,1767523735.027992,1,0,0.0,0,0,0
172.18.0.12,1767523810.027992,1767523825.027992,1,0,0.0,0,0,0
172.18.0.12,1767523815.027992,1767523830.027992,1,0,0.0,0,0,0
172.18.0.12,1767523820.027992,1767523835.027992,1,0,0.0,0,0,0
172.18.0.12,1767523900.027992,1767523915.027992,1,0,0.0,0,0,0
172.18.0.12,1767523905.027992,1767523920.027992,1,0,0.0,0,0,0
172.18.0.12,1767523910.027992,1767523925.027992,1,0,0.0,0,0,0
172.18.0.12,1767523915.027992,1767523930.027992,1,0,0.0,0,0,0
172.18.0.12,1767524130.027992,1767524145.027992,1,0,0.0,0,0,0
172.18.0.12,1767524135.027992,1767524150.027992,1,0,0.0,0,0,0
172.18.0.12,1767524140.027992,1767524155.027992,1,0,0.0,0,0,0
172.18.0.12,1767524305.027992,1767524320.027992,1,0,0.0,0,0,0
172.18.0.12,1767524310.027992,1767524325.027992,1,0,0.0,0,0,0
172.18.0.12,1767524315.027992,1767524330.027992,1,0,0.0,0,0,0
172.18.0.12,1767524415.027992,1767524430.027992,1,0,0.0,0,0,0
172.18.0.12,1767524420.027992,1767524435.027992,1,0,0.0,0,0,0
172.18.0.12,1767524425.027992,1767524440.027992,1,0,0.0,0,0,0
172.18.0.12,1767524540.027992,1767524555.027992,1,0,0.0,0,0,0
172.18.0.12,1767524545.027992,1767524560.027992,1,0,0.0,0,0,0
172.18.0.12,1767524550.027992,1767524565.027992,1,0,0.0,0,0,0
172.18.0.12,1767524600.027992,1767524615.027992,1,0,0.0,0,0,0
172.18.0.12,1767524605.027992,1767524620.027992,1,0,0.0,0,0,0
172.18.0.12,1767524610.027992,1767524625.027992,1,0,0.0,0,0,0
172.18.0.12,1767524740.027992,1767524755.027992,1,0,0.0,0,0,0
172.18.0.12,1767524745.027992,1767524760.027992,1,0,0.0,0,0,0
172.18.0.12,1767524750.027992,1767524765.027992,1,0,0.0,0,0,0
172.18.0.12,1767525025.027992,1767525040.027992,1,0,0.0,0,0,0
172.18.0.12,1767525030.027992,1767525045.027992,1,0,0.0,0,0,0
172.18.0.12,1767525035.027992,1767525050.027992,1,0,0.0,0,0,0
172.18.0.12,1767525040.027992,1767525055.027992,1,0,0.0,0,0,0
172.18.0.12,1767525045.027992,1767525060.027992,1,0,0.0,0,0,0
172.18.0.12,1767525210.027992,1767525225.027992,1,0,0.0,0,0,0
172.18.0.12,1767525215.027992,1767525230.027992,1,0,0.0,0,0,0
172.18.0.12,1767525220.027992,1767525235.027992,1,0,0.0,0,0,0
172.18.0.12,1767525250.027992,1767525265.027992,1,0,0.0,0,0,0
172.18.0.12,1767525255.027992,1767525270.027992,1,0,0.0,0,0,0
172.18.0.12,1767525260.027992,1767525275.027992,1,0,0.0,0,0,0
172.18.0.12,1767525325.027992,1767525340.027992,1,0,0.0,0,0,0
